Text,Religious#Icon,Religious#Practice,Religious#Place,God,Religious#Community
শহীদ মিনারে ফুল দেয়া এবং হিন্দুদের পূজার মধ্যে পার্থক্য নেই,2,3,2,2,3
হিটলার কে ধন্যবাদ কারণ ইহুদীরা আসলিই খারাপ,2,2,2,2,3
ঐ শালা মালাউন।তোদের বাপ ইউরোপ আমেরিকাতে ঈদের কোন ছুটি নাই।আর সৌদিআরব কিছু করলেই চুলকানি উঠে।,2,2,3,2,3
ঠিক এমনি অত্যাচার করে ছিলো ইহুদিরা আমার প্রিয় নবী হজরত মোহাম্মদ (সঃ) কে ।,3,2,2,2,3
ভবিষ্যৎ প্রজন্মকে ধর্মহীন করার য়ড়যন্ত্র করছে সরকার,2,3,2,2,2
তোমাদের সব মসজিদ গিয়ে যদি আমরা ভেঙে দিয়ে আসি তাহলে তোমাদের আল্লাহ সেই মসজিদ রক্ষা করতে পারবে তো?,2,2,2,3,2
মালাউনদের কেন পিটাই বুজসতো আরো পিটামু,2,2,2,2,3
আবাল পাকিরাকি তোর মাবোনকে ছেড়ে দিছিল?তোদেরকেইতো মালাউন বলেছিল তোদের আব্বুরা,2,2,2,2,3
মুসলিমদের উপর গনহত্যা চালিয়ে সেটা হিন্দু সংখ্যাগরিষ্ঠ এলাকা বানিয়ে ফেলেছে । গুজরাটে মুসলিমকে পুড়িয়ে হত্যা করেছে । গুজরাটের মুসলিমদের ঘর বাড়ি আজও তাদের দখলে ।,2,2,3,2,3
কাশ্মীরের জম্মু ছিল মুসলিম সংখ্যাগরিষ্ঠ এলাকা ।গুজরাটের মুসলিম এমপিকে পর্যন্ত তারা জবাই করে হত্যা করেছে । এত বড় হারামজাদা জাতি এই হিন্দু মালাউনের বাচ্চারা ।,2,2,3,2,3
এই হিন্দুরা কাশ্মীরে মুসলিম এবং হায়দারাবাদে মুসলিম হত্যা করেছে । এটা তারা নিজেদের মুখেই স্বীকার করেছে ।,2,2,3,2,3
ওই লোক লেখা পড়া জানে না ধর্মগ্রনত মানেনা ওর সাথে কিসের তর্ক,2,3,2,2,2
বাংলাদেশের হিন্দু বৌদ্ধ খ্রিষ্টান এরা হল দুরের মানুষ। এদের বলা হয় মালাউন। এদের নাকি লাথ মাইর ্যা দ্যাশ থেকে বাইর কইরা দিতে হবে। কিন্ত মায়াম্মার হলে নিজেদের দেশ।,2,2,3,2,3
নাস্তিকদের কবর হয়ে গেছে।তারা রাহুলের সাথে আর কেউ পারছে না,2,2,2,2,3
এখানে হিন্দু মুসলিম সুখে আছি এটা দীবাকরের মতো দালালদের সহ্য হয়না।,2,2,2,2,3
মালাউন কা বাচ্চা কাভি নেহি আচ্ছা ও ভি সাচ্ছা ও তো শুয়োর কা বাচ্চা।,2,2,2,2,3
নাস্তিকদের যতই বুঝাবেন তারা তো আল্লাহকেই বিশ্বাস করে না।,2,2,2,3,3
যখন বাবরি মসজিদ ভাঙ্গা হলো সেই ওপারের সাম্প্রদায়িকতার ঢেউ এপার বাংলার অাকাশে বাতাসেও যেন বইছিলো। ওপারের ভাইদের উপর অাক্রমণ হইবো অার অামরা বসে বসে থাকুম নাকি এপারের মালাউনদের উপর তাই হামলা করে তখন বাবরি মসজিদ ভাঙ্গার প্রতিশোধ নেওয়া হলো।,2,2,3,2,3
"মোনাজাতের মাধ্যমে মূর্তি উদ্ভোধন, বাপকে দুলাভাই ডাকার মত",2,3,2,2,2
তর প্রফাইল নেইম টা আমি মালাউন হিজরা লিখা উচিৎ ছিল।তুই বেষ্যা মাগির পুত নেংটি দাতু চুরের বাচচা।,2,2,2,2,3
তর মা তর চাচা জেঠা মামা খালু সবার সাথে চুদা দিয়া তরে সংমিসৃত সন্তান পয়দা করছে। তর মউত মোসলমানের হাতে মনেরাখিস ইনসা আল্লাহ। তোর আসেপাসেই কোন ঈমানদার তোকে নজরে রাখছে কাফেরের বাচচা।,2,2,2,2,3
জনের পরিবর্তে জন ভারতিও মালাউনকে ঘন্টার ভিতর হত্যা করা হোউক। আর আমি জানি পাকিস্তান তোমরা সেটা পারবে এবং করবে,2,2,3,2,3
মোহাম্মদ অনেক মেয়ে জোর জবসতি ভোগ করেছেএবং ওর মতো কেউ মরণ জন্তনা ভোগ করে নাই ।তাই মানবজাতি নারী ভোগ করার কথা চিন্তাও করবেন না,3,2,2,2,2
হিন্দু বা কাফের দের সাতে হাত মিলিয়ে সারা দুনিয়াতে ফেতনা লাগায়ে নিজেরা শেষ হয়ে জাচ্ছে,2,2,2,2,3
আসামের রোহিঙ্গা মুসলমানদের তারিয়ে দেওয়া হোক কারণ এরা ভারতের মানুষ নয়,2,2,3,2,2
আর নাস্তিকটা সত্য জানতে চাচ্ছে না। ও আপনাকে আটকাতে চাচ্ছে।,2,2,2,2,3
ধুর শালা মালাউনের বাচ্চা মাদারচুদের বাচ্চা।,2,2,2,2,3
মৃত্যু পর্যন্ত অপেক্ষা কর।তখন বুঝতে পারবি আস্তিক নাকি নাস্তিক।,2,2,2,2,3
হা হা হা মালাউনরা বড্ড বাড়াবাড়ি করছে,2,2,2,2,3
মালাউনের গেষ্ঠি না খেললে ওদের ক্রিকেটের সর্বোচ্চ সংস্থা থেকে বহিষ্কার করা হউক।,2,2,2,2,3
আমাদের বাংলা দেশে যদি কেহই মূর্তি দেবার চেষ্টা করে এটাকে উপড়ে ফেলতে হবে আমাদের,2,2,3,2,2
তেতুল হুজুর বৌয়ের যোনি চুসে বুঝলো যে টক।,3,2,2,2,2
মালাউনদের চুলকানি শুরু হয়ে গেছে।,2,2,2,2,3
হযরত গৌতম বৌদ্ধ? তুরা কি গরু না ছাগল রে কাদিয়ানীর বাচ্চারা!,3,2,2,2,2
মার সালার মালাউনের বাচ্চা হিন্দুদের।,2,2,2,2,3
নাদানের বলা হয় এক কথা আর বলে আরএক কথা ।নিজের ধমগ্রন্থের জ্ঞান আমার কথা বলতে এসেছে ।,2,3,2,2,2
ব্যপারটা এমন নয় বঙ্গের মুসলমানরা হিন্দুদের মালাউন বলে সম্বোধন করে না। বরঞ্চ হিন্দুদের প্রতি চরম মাত্রার বিদ্বেষ নিয়ে বড় হয় মুসলমানরা হিন্দুদেরকে মালাউনই ডাকে।,2,2,3,2,3
অধিকাংশ মুসলমান মনে করে হিন্দুরা আসলেই বাড়াবাড়ি করছে। এরা ব্রাহ্মনবাড়িয়া হামলাকে জাস্টিফাই করতে চায় ক্বাবার উপরে শিবের ছবিটা দিয়ে। পশুমন্ত্রীকে যারা জানোয়ার কিংবা পশু নামে ডাকছনে তারা ভেবে বলেন তো আদতে মন্ত্রি কি কোন ভুল কথা বলেছেন? এটা তো সকল মুসলমানের মনের কথা।,2,2,3,2,3
সালা মালাউনের বাচ্চা রেন্ডিয়ার বাচ্চা কাদের ধর্ম এর সবাই যানে তোগো ধর্ম নেতা কৃষ্ন ঐ মাগির পোলায় তো জাতীয় চুচ্চা আবার তোরা করস যৌন পূজা। তোগ ধর্ম নেতারা বলে নারী হচ্ছে ভোগের বস্তু তার মানে তোর মা বোনদের জায়গা ফাক সালা মালাউনের বাচ্চা,2,3,2,2,3
জদ্দা খোর সাইফল্লাহ কিসের আলেম।,2,2,2,2,3
মালাউনদের স্বভাব এটা কার টাকা কোন দিকে খাবে এই কাজ তাদের আমাদের দেশের মালাউনদের ঘাড় ধাক্কা দিয়ে দেশ থেকে বের করে দেওয়া উচিত,2,2,2,2,3
নাস্তিক লতিফ সিদ্দিকীর ইস্যু ধামাচাপা দিতে এবার ইসলাম অবমাননা করল আরেক নাস্তিক আব্দুল গাফফার চৌধুরী,3,2,2,2,3
এই কুকুর ভালো হয়ে যা।নইলে আল্লাহর বিচার শুরু হলে রক্ষা পাবিনা,2,2,2,3,2
ইসলাম ধর্ম যেমন একটা ভন্ডামী তেমনি বঙ্গ ভবনে আরবী সুরা লিখে রাখাটাও একটা ভন্ডামী- মুনতাছের মামুন,2,3,2,2,3
আরে মালাউনের বাচ্চারা সরাসরি বললেই পারিস জাকির নায়েক তোদের পাছায় লাদেন পটকা মেরেছে।।,3,2,2,2,3
বাইবেলে শয়তানকে সাপের সঙ্গে তুলনা করা হয়েছে,2,3,2,2,2
জাকির নায়েক ধর্ম ব্যবসা বন্ধ করে দেওয়াতে এদের ঘুম হারাম হয়ে গেছে।,3,2,2,2,3
মালাউন কা বাচচা ঐটা হাসনার বাংলা নয় পাকস্তান।,2,2,3,2,3
দুদিন আগে অন্য ধর্ম থেকে চুরি করা জিনিস নিয়ে যাদের জন্ম তারা নাকি আমাদের ধর্ম সম্পর্কে জ্ঞান দেয়!!!,2,2,2,2,3
"আমি তর মারে,বিবি হাওয়া,তদের মা ফাতেমারে চুদে লোকাল প্লেয়বয় হইসি ।",3,2,2,2,2
ভাই আপনি তাকে কেন বলছেন না যে তুমি উর্দুতে কথা বল আমি যেভাবে ধর্ম গ্রন্থ থেকে রেফারেন্স দিয়ে কথা বলতেছি তুমি রেফারেন্সে কথা বল এটা বলুন,2,1,2,2,2
"ইহুদীরা সব সময় মিথ্যে বলে আসছে,আর ভবিষ্যতে ও বলবে।",2,2,2,2,3
আর রেন্ডিয়াতে কোনো নারী নির্যাতন হয় না আবাল মালাউন।।।,2,2,2,2,3
বাচ্চা মেয়েটার জীবন ধ্বংস করেছে মুহম্মদ যার প্রতিশোধ হিসেবে আয়েশা মুহম্মদকে বিষ খাইয়ে হত্যা করেছে,3,2,2,2,2
প্রথমে তুই ধ্বংস হবে তুই দাঁড়িওয়ালা পাঁঠাদের উস্তাদ তর নিজেরও দাড়ি আছে সালা মালাউন ফেরাউন।,3,2,2,2,3
কাফেরের এটাই নিয়ম চুক্তি করে চুক্তি ভঙ্গন।,2,2,2,2,3
এই দিবকর দেবনাথ এর মতন মুর্খ দেখি নাই ধর্মগ্রন্থ মানবেনা নিজের লজিক ই সব,2,3,2,2,2
"তেহারিতে গোমাংস, চারুকলার ক্যান্টিন মালিককে মারধর",2,3,2,2,2
আপনি ইসলাম সমন্ধে বলুন আর পোদে দম থাকলে আসিফ মহিনউদ্দিনের নাস্তিক্য.,2,2,2,2,3
সাব্বাস পাকিস্তান মালাউনদের দংস করে দিতে হবে,2,2,3,2,3
দেশের মানুষ কি এতই মূর্খ। যেখানে মালাউনের বাচ্চারা আমরা সারাক্ষন নিজেদের নিরাপত্তা নিয়ে সংশয় সেখানে কিভাবে শিমুল গাছে গা চুলকাতে যাই যেখানে গা থেকে রক্ত বের হওয়ার সম্ভাবনা থাকে।না এটা ভন্ডবাদী ঐ ধর্মভিরুদের চক্রান্ত ছাড়া আর কিছুই নয়।,2,2,2,2,3
একজন আলেমের বিরূদ্ধে এমন মন্তব্য গ্রহন যোগ্য নয়।।,3,2,2,2,2
"আসলে তোমরা নাস্তিকরা হলা সর্ব হারা, মরার সময়ই বুঝবি শালারা।",2,2,2,2,3
মালাউনের বাচ্চারা আর কোনোদিন ভালো হবেনা,2,2,2,2,3
তোর মারে চুদে আকাশে তুলবো তোর বোনকে চুদে তোর বোনের ভোদার হাডডি ভাংমো তোর পিসিকে চুধে পানিতে নামাবো তোর মাসিকে চুদে গাছে তোলবো তোর গোষটিকে চুদে ভাজ লাগামো আমারে চিনিস আমি মালাউনদের চোদার মাষটার।,2,2,2,2,3
বাড্ডার এই মন্দিরে কোরআন পোড়ানো হয তীব্র প্রতিবাদে জেগে উঠুন মুসলমান,2,2,3,2,3
নুনুর আগা কাটলেই কেও মুসলিম হয় না!,2,3,2,2,3
আর আপনি ও পীরের ব্যাবসা বন্দ করেন। মুক্তি আর পীরের ব্যাবসা দুইটা অবৈধ,2,2,2,2,3
যে শালা মালাউন বলেছে ও বোনেরে চুদি তোমাদের মুখে দারি মাথায় ঠুপি রেখে ভন্ডামী কর তোমরা জংগী?,3,3,2,2,3
"ইসলামবিরোধী প্রোপাগান্ডায় লিপ্ত ভারতীয় কুখ্যাত দালাল শ্রেণী, যাদের ইচ্ছা ভারত হবে মুসলিমবিহীন রাষ্ট্র",3,2,2,2,3
"মুর্তিপুজারী,মাজারপুজারী,ভন্ড পীরদের পোদ ফেটে গেছে।",2,2,3,2,3
"মুস্লিম জাতি ই হইছে মূর্খের বাল, নাস্তিকের উত্তর আর কি দিবো!",3,3,2,2,3
"ভাই যে নাকি ইসলামকে বিশ্বাস করে না। আল্লাহকে বিশ্বাস করে নাহ। সে চুলের মর্ম কি বুঝবে আর, হিজাবের মর্ম কি বুঝবে",2,3,2,3,2
ভারত যখন বাংলাদেশের কাছে খেলায় পরাজিত হয় বাংলাদেশের কোটি মানুষের মুখে হাঁসি ফুটে আনোন্দ পায় খুশি হয়।আর পাকিস্তান যদি ভারতকে ধ্বংস করে দেয় ঠিক তেমন খুশি হবে পুরা বাংলাদেশের জনগন পাকিস্তান এগিয় যাও ভরত মালাউনদের ধ্বংস করে দাও ।,2,2,2,2,3
নাস্তিক লতিফ সিদ্দিকীকে বরণ করে নিতে প্রস্তুতি মিছিল,2,2,2,2,3
দেশের জন্য আপনার কতটুকু ত্যাগ আছে? আপনার ভাষায় গোটা পাঁচেক মালাউনের নাম প্রকাশ করলাম। তাঁরা হলেন চিত্ত রঞ্জন দত্ত সিআর দত্ত বীর উত্তম নিল মনি সরকার বীর বিক্রম জগত জ্যোতি দাস বীর বিক্রম অলীক কুমার গুপ্ত বীর প্রতীক দেবদাস বিশ্বাস খোকন বীর বিক্রম। পারলে খেতাব ছাড়া স্বসস্ত্র হিন্দু যোদ্ধা এবং শহীদ হিন্দুদের হিসাব জেনে নিয়েন,3,2,2,2,3
নাস্তিকেরা এইসব গরু - ছাগল কই থেকে যে আনে,3,3,2,2,2
শালা নাম্তিকদের হত্যা করা আমাদের দায়িত্ব ও কর্তব্য.,3,2,2,2,3
"দিবাকর দেবনাথ দাদা পড়াশোনা করুন ,জয় শিরাম স্লোগান দিয়ে কিছু লাভ হবেনা",3,3,2,3,3
জনগনের সামনে তোর হিন্দু বাবাদের সামনে ওপেন চ্যালেঞ্জ হবে মাদারচুদ,2,3,2,2,3
অসভ্য হলেও আমাদের মুসলিম ভাইকে স্যালুট,2,2,2,2,3
যে মালাউনের কারণে এই ঘটনা তার খবর কি ? তার তাদের শাস্তি হবে তো ??,2,2,2,2,3
"নাস্তিক ওরা হলো দুনিয়ার ময়লা, আবর্জনা আর নর্দমার কীট ভন্ড এক নাম্বার মিথ্যাবাদী",2,3,2,2,3
মুসলিম নামদারি মুনাফেকদের দলেরা আর মালাউন কুলাংগারের বাচ্চারা দেশনেতরি খালেদা জিয়ার বিপখখে কথা বলতেচে,3,2,2,2,3
রাহুল ভাই আপনি এই সব পাগলের সাথে কেন কথা বলেন। এরা নিজেরা ঠাকুর বানাই আবার তার সামনে মদ খেয়ে নাচা নাচি করে।,3,3,2,2,3
মালাউন মরলে ফেলানীর আত্মা শান্তি পাবে,2,2,2,2,3
"মায়ানমারের এই চিত্র, মসজিদ ভেঙ্গে দিতেছে মায়ানমারের বৌদ্ধরা",3,2,3,2,3
তোর বাড়িতে অপরিচিত মুসলিম ঢুকে পড়লে তুই কি করবি মোদী শেটাই করচ্ছে!,2,2,2,2,3
যে লোক নিজের ধর্ম সম্পর্কেই জ্ঞান রাখে না সে আবার আসছে ডিবেট করতে,2,3,2,2,2
এ মালাউনের মুখে জুতা মারেন সবাই।,2,2,2,2,3
মাগীচুদা নাস্তিক তরমারে চুইদা প্রমান কর তুই সত্তিকারের নাস্তিক,2,3,2,2,3
ওয়াজ মাহফিল বন্ধ করা উচিৎ মসজিদ থেকে আজান দিয়ে শব্দ দূষণ করা হচ্ছে,3,3,3,2,3
মুত্রের সাথে একমাস তিনবেলা করে গো মাংস খা তোর মানুষিক সমস্যা ঠিক হয়ে যাবে।,3,2,2,2,3
আল্লাহ তুমি তাদের বিচার এই পৃথিবীতে করে দেখান,2,2,2,2,3
একেই বলে মালাউন মারকা কথা বার্তা।,2,2,2,2,3
"ধর্ম ধর্ম করে তোরাই এই দুনিটাকে নরক বানিয়ে রেখেছিস, অন‍্য ধর্মের মানুষদের সঙ্গে তোরা মিলেমিশে চলতে পারিসনে ।",2,2,2,2,3
তুই তু মালাউন তাকি কম না ডেঞ্জারেস কমেন্ট করুস,2,2,2,2,3
মালাউন হুসিয়ার তোর কােনে তোর জাত বাইরা মরিবে মোসলমানদের বুকে নিচে থাকি মোসল মানদের গালি দেস বাইনচোদ এর পরিনাম কি হয় দখসনা তুই ঠিক হয়েযায় বাচিতে পারিবি,2,2,2,2,3
মালাউন পেচবুকেই কথা বলিতে পারে আমাদের সামনে হিজরার মত থাকে এই রকম দুই একটা মালাউনের কারনে অন্য মালাউনে মারখায় বাড়ি ঘর হারায়,2,2,2,2,3
"এখন যেমন বেশিরভাগ মানুষ বাংলা সিনেমা দেখা ছেড়ে দিয়েছে,তেমনি ওয়াজের প্রতিও ঘৃনা জন্মাইতেছে।",2,3,2,2,2
পাকিস্তানদের মতো আমাদের দেশ থাকত তাইলে হিন্দুদের সাথে ধরষন করতাম,2,2,2,2,3
টেন্ডু গাঙ্গু ধনি কলি রহিত। পুরো ভারোত এসে পর তোদের সাথে খেলা হবে দেখি তোরা কতো করতে পারিস পরে দেখা জাবে শালা মালাউনের বাচ্চা মালাউন,2,2,2,2,3
"আসলে তুই গুনি মানুষ,যার কারনে আল্লা ও ভগবাননের বিষয়ে তর কোন গিয়ান নেই",2,2,2,3,2
পাগলের সাথে কথা বলে লাভ নেই রাহুল ভাই হিন্দু নামে ডান্ডা বাশ,2,2,2,2,3
এই জন্যই তোরা মালাউন জাতি পরের ভালো সহ্য হয়না তোদের।,2,2,2,2,3
সরকার ধর্মদ্রোহী নাস্তিকদের বিরুদ্ধে ব্যবস্থা না নিয়ে ধর্মীয় মূল্যবোধে বিশ্বাসী আমারদেশ পত্রিকার বিরুদ্ধে ব্যবস্থা নিচ্ছে,2,2,2,2,3
কাঠমোল্লা জাকের নাইকের জুতার সমান মুল্য তোর নাই।,2,3,2,2,3
"মুসলিমের পূজা উদ্বোধন করা, হিন্দুদের কোরবানির ঈদের আয়োজন করার মত",3,2,2,2,3
চলো আমরা সবাই মুসলিম মারা শুরু করি,2,2,2,2,3
ও হিনদু রা এই জারোজ টাকে নিজেদের বোনধু মোনে কোরো না কারোন ও গেছে হিনদুদের কোচি কোচি মেয়েদের পুজো কোরতে,3,3,2,2,3
"একটা দুইটা নাস্তিক ধর, ধইরা ধইরা জুতা পেটা করে দেশ ছাড়া কর",2,2,2,2,3
"জোর করে ইসলামকে ধরে রাখবেন,মিথ্যা আপনাদের ব্যানানো রাজনিতি কোরান দিয়ে রাখেন।।।",2,3,2,2,3
আমি বুঝিনা এতো নাস্তিক আসলো কোতাথেকে????আল্লাহই ভালো জানে আমার সোনার বাংলার কি হয়!!!!,2,2,2,1,3
হিন্দু উল্লেখ করতে কি লজ্জা লাগে?মালাউনরা যা বার বেড়েছে,2,2,2,2,3
নাস্তিকদের বর্তমানের অন্যতম পুঁজি কোরানের একটি আয়াতের অপব্যাখ্যার জবাব দিলেন প্রিয় ভাই মোহাম্মদ ইব্রাহিম।,3,2,2,2,3
ইসলামের বিরুদ্ধে নানা রকম টক শো আর রিপোর্ট তৈরি করা ৭১ টিভির চোদনে থাকা দায়,2,2,2,2,3
ইসলামে বর্বরতা চারা আর কিছুই নয়।,3,3,2,2,3
সাকিব হাসান কুফরি করেছে। তার অতি দ্রুত তওবা করে মহান আল্লাহর ক্ষমা চাওয়া দরকার।,2,2,2,1,2
কি বর্বর হায়েনা মালাউন ওরে ঔসধ দিয়ে ভালা করে আবার ধর্ষন করব। ওর মরাই উচিত।কারন ওটা মালু দ্যাশ,2,2,2,2,3
নাইমুল ইসলাম খান হচ্চে মালাউন দের নাম্বার ওয়ান দালাল,2,2,2,2,3
তোমাদের বউ বোন কে অর্ধ নেংটা করে রাস্তায় মার্কেটে ঘুরালে কি তোমাদের দেবতা সন্তুষ্ট হয়? শাড়ির পড়ে পেট পিট বের করে রাখলে হাফ নেংটা করে রাখলে?,2,3,2,2,3
বার্মার এত মুসলিমকে হত্যা করছে বাংলাদেশের একটা মালাউন একটু দুুংখ প্রকাশ ও করলনা। তাদের জন্য আমাদের দেশের সুশীল রা কাঁদিয়া মরে যাই।,2,2,2,2,1
পাগল তোর তো নুন্য তম জ্ঞান নাই। তুই আবার নাস্তিক হলি কি করে। তুই তো মালু। কথা সুনেই বুঝে গেছি,2,2,2,2,3
রাহুল ইসলামে প্রবেশ করে নাই বিতর্কে প্রবেশ করছে ।,2,2,2,2,3
আপনার কথার ধারা বোঝা যাচ্ছে আপনার হিন্দু দের প্রতি মহব্বত আর মুসলিমদের প্রতি ঘৃণা। আর নিজে আগে ঠিক হয়ে অন্য কে বলেন।,2,2,2,2,1
মালাউন খানকির পোলা শুন রেন্ডিয়া হলো বেশ্যার দেশ যা জাতিসংঘের দ্বারা স্বীকৃত।,2,2,2,2,3
মালাউনদের শিকড উপডে দিয়ে ভারত মঽা সাগরে পেলে দিতে বলে।,2,2,2,2,3
মসজিদের শহর ঢাকায় কোনো ভাস্কর্য স্থাপন করতে দেওয়া হবে না !,1,1,1,2,2
তোদের জন্য চিন বাঁশ রেডি করতাছে সময় মত তোদের পুটকির ভিতর ঢোকিয়ে দিবে শালা মালাউনের বাচ্চারা।,2,2,2,2,3
আওয়ামিলীগ দলের স্বার্থে ইসলাম ও কোরআন হাদিস ও আলেম ওলামাদের বিরুদ্ধে কথা বলতেও ভয় করেনা।,2,1,2,2,1
সময় টিভির মালিক যে হিন্দুদের বংশধর এটা সবাই জানে।,2,2,2,2,3
"নাস্তিক দের বোকার মত যুক্তি শুনলে, আমার ইমান টা আরো মজবুত হয়",2,2,2,2,1
হিন্দু ধর্ম যে চোদাচুদির ধর্ম আর এইজন্য ইন্ডিয়াতে সবচেয়ে বেশি রেপ,2,2,3,2,3
কুরআনের আয়াতের খন্ড করে মানসিক বিকৃত মনস্করা কিভাবে বিপদগ্রস্ত হচ্ছে তা দেখে অবাকই হলাম।,3,2,2,2,2
"নাস্তিকের গুষ্টি, জাহান্নামের দরজা দিয়ে তোমরা প্রবেশ করবা",3,2,2,2,3
তোর হিন্দু বন্ধুদের বান্ধবীদের নিয়া বৃন্দাবনে গিয়া লিলা করগা,3,2,2,2,3
"বেরিয়ে আসছে ভারতের ধর্মনিরপেক্ষতার আসল চেহারা, চাপের মুখেই ধর্মান্তরিত হন ২০০ মুসলমান",2,2,3,2,3
খানকি মাগি। আমাদের ইসলাম ধর্ম নিয়া কোন কথা বলবি না।,2,2,2,2,3
"ধর্ম নিরপেক্ষতার নামে মুসলমান মেয়েদের অপমান, আর কতো?",2,2,2,2,1
এই শালা মালাউনের দাদাল তুই।,2,2,2,2,3
দেবতাদের গুরু বৃহস্পতি তার ভ্রাতৃবধূ মমতাকে ধর্ষণ করেন।,3,2,2,2,3
হিন্দুরা ব্রিটিশদের আর্য মনে করে পূন্য লাভের আশায় নিজেদের মা বোনদের যেভাবে কুঠিতে পাঠিয়ে চোদা খাইয়ে এলগো ইন্ডিয়ান আর রুশো ইন্ডিয়ান জাত তৈরি করেছে সেইভাবেই মনে হয় তোকে আমি তৈরি করেছি আয় ছেলে বুকে আয়।,2,2,2,2,3
"জামাত শিবিরের মত ধাপ্পাবাজি ছাড়েন,সব জায়গায় না,আমি শুধু এক জায়গায় দেখতে চাচ্ছি। পারলে দেখান কোরানে কোথায় মালাওন শব্দটা আছে,না পারলে মিথ্যা ধোঁকাবাজি ও চালবাজি ছাড়ুন।",2,3,2,2,2
মালাউন মাদার চোদ। পাকিস্তান জিন্দাবাদ,2,2,2,2,3
যুগে যুগে তোদের ধর্মগুরুরা পল্টি মেরেছে তোদের ধর্ম ব্যবসা টিকিয়ে একসময় বলতো গাছের প্রান নাই গাছ খাওয়া যাবে যখন প্রমান হলো গাছের প্রান আছে তখন বলে আরে গাছের ইন্দ্রিয় দুইটা কম তাই গাছ খাওয়া যাবে ।,2,3,2,2,3
ভারতে মুসলিম আরো বেশি হবে কারণ বড় বড় চোর গুন্ডা নেতা সবাই হিন্দু,2,2,2,2,3
"নাস্তিকরা এক জায়গায় আলোচনাতে থাকেনা ,কোরানের এক জায়গার আয়ুত অন্য জায়গায় নিয়ে আসেন,এই হলো নাস্তিকদের কৌশল",2,2,2,2,3
মাদ্রাসায় আওয়ামীলীগের দেয়া আগুনে পুড়লো কোরআন শরীফ,1,2,2,2,2
এ দেশে ইসলাম আছে থাকবে ইনস্সাল্লা কেই জদি ইসলামের সাথে লাগতে আসে দাহলে তাকে আমরা ছারবো না,2,2,2,2,3
লজ্জার ব্যাপার ধর্মের ব্যাপারে না জেনে কোনদিন বেদ না পড়ে লাইভে এসেছো তুমি কতটা জানো আজকে বুঝা গেল নিজেকে সনাতন ধর্ম বলছো,2,3,2,2,2
বেজন্মামিডিয়া মালাউনের পক্ষ নিয়া পাকিস্তানের বালও ছিড়তে পারবেনা।মালাউনরা মুত খাওয়ার জাত ।মুতের কোনো ভিটামিন নাই।,2,2,2,2,3
আপনি ছোট খাটো মূর্খ কাফিরদের সাথে কথা বলবেন না।,2,2,2,2,3
ভারতের মালাউনরা কোন দিন পাকিস্তান এর সাথে পারবে না । কারন পাকিস্তানিরা খায় গরুর মাংস আর মালাউনরা খায় গরুর মূত্র।,2,2,2,2,3
গরু তোদের মা হাইরে একটা পশু মা হয় কেমনে??,3,2,2,2,3
তুই তো মুসলিম না। তুই মানছ আর না মানছ।,2,2,2,2,3
ইসলামিকভাবে শারীরিক সম্পর্ক হলে এইডস-এর জীবানুর কোন দিন জন্মও হতো না,2,3,2,2,2
তোর কৃষ্ণ ১৬৮০০ বিয়া করছিল কারণ সে ছিল একটা চোদনবাজ নিজের মামির লগে ঢুকাইয়াও তার মনের আশা মিটে নাই তাই বিভিন্ন জায়গা থেকে মাইয়াদেরকে তুলে আনছে চুদার জন্য,2,2,2,2,3
শূন্যের আবিষ্কার ও একজন মালাউনের। আয়ুর্বেদ এই হিন্দুদের দান। সারা পৃথিবীতে হিন্দু ও খ্রিষ্টানদের কন্টিবিউশন্। তোদের দেশের জাতীয় সংগীতটাও একজন মালাউনের দান,2,2,2,2,3
কুত্তার বাচ্চা বাংলাদেশ সাম্প্রদায়িক দেশ। সামনে আয় তোর সাম্প্রদায়িকতা তোর মায়ের,2,2,2,2,3
মালাউনের জাত ভারতের খরাতিরা খরাত পায় নাই তাই এখানে এসে গরুর সন্তানেরা হাম্বা হাম্বা করতাছে ।,2,2,2,2,3
তোর মা দুর্গাকে আর রাধাকে বল আমাকে সুখ দিয়ে যেতে,2,2,2,2,3
মুসলমানের কিছু হলে বুবু জান চুপ। আর মালাউনের কিছু হলে বুবু চোখের জলে ভাসায় বুক।। আমরা মুসলিমরা কি করে এখনও থেমে আছি।। আমাদের ঈমান কি এতো দুর্বল হয়ে গেছে।। আবছোস মন্দির ভাঙ্গার ঘটনা প্রতি টা খবরের কাগজে জায়গা পায় কিন্তু মসজিদ পুরে দেয়ার ঘটনা কোথাও ঠাই পেল না।। এরা নাম কি মুসলমানের দেশ।। ছিঃ,2,2,2,2,3
বোকাচোদা শোন তাহলে আমাদের নুনু পুজা করিস কেন?তোদের মা বোনদের বল শিবলিঙ্গের সাথে সেক্স না করে আমাদের লিংগের সাথে সেক্স করতে ।,3,2,2,2,3
বিদেশি টাকা খেয়ে বাংলাদেশের মুসলমানদের বিরুদ্ধে কাজ করছে টিভি চ্যানেলগুলো,2,2,2,2,3
"ধর্ম মানেই ভুয়া,সব মানুষের তৈরী।",2,3,2,2,2
মুসলিম এর মত ছোট শিশুদের জোরপূর্বক ধর্ষণ এর ফন্দি হিন্দুর মাথায় নেই ।,2,2,2,2,3
"জ¦লছে দিল্লি, বাঙালি সাংবাদিকের প্যান্ট খুলতে ধর্ম যাচাই",2,2,2,2,3
