Text,Religious#Icon,Religious#Practices,Religious#Place,God,Religious#Group
"যারা এই মন্তব্যটি পড়বেন, আপনার স্বাস্থ্য, প্রেম, পরিবার, বন্ধুবান্ধব এবং আর্থিক অসুস্থতা যীশুর পবিত্র নামে নিরাময় হবে",2,2,2,1,2
আমি একটি হিন্দু পরিবার থেকে এসেছি কিন্তু আমার সবচেয়ে খারাপ সময়ে যীশু আমার কাছে আসেন তার ভালবাসা আমাকে ধরে রাখে এবং এখনও আমি আমার আত্মায় তার ভালবাসা অনুভব করি আমি তোমাকে যীশু ভালবাসি,2,2,2,1,1
আমি অনলাইনের পাশাপাশি ভারতেও (কাসোল এবং মানালি) অনেক ইহুদি বন্ধু তৈরি করেছি।,2,2,1,2,1
এটি ইহুদি বিশ্বাসের একটি ভাল এবং বোধগম্য ভূমিকা ছিল।,2,2,2,2,1
আমি অবশ্যই বলব যে আমি সত্যিই আমার ইহুদি বন্ধুদের তাদের সংস্কৃতি পছন্দ করি।,2,2,2,2,1
আমি একজন মুসলিম কিন্তু আমি সত্যিই ইহুদী ধর্ম সম্পর্কে কিছুই জানতাম না এখন আমি জানি যে আমাদের মধ্যে অনেক কিছু আছে ধন্যবাদ,2,2,2,2,1
আমি ইথিওপিয়ান ইহুদি এবং আমি এই ভিডিওটি পছন্দ করেছি দুর্দান্ত কাজ ভাই,2,2,1,2,1
রোমান ক্যাথলিক হতে পেরে গর্বিত,2,2,1,2,1
ওহে! আমি একজন ধার্মিক ইহুদি এবং আমি এটা দেখে বলতে হবে আমি মুগ্ধ,2,2,2,2,1
ইস্রায়েলে বসবাসকারী একজন অজ্ঞেয়বাদী ইহুদি হিসাবে আমি অবশ্যই ভিডিওটিতে আপনি যা বলেছেন তার বেশিরভাগই নিশ্চিত করতে পারি।,2,2,1,2,1
"একজন ইহুদি হিসাবে, আমি সত্যিই আপনার কাজের জন্য আপনাকে ধন্যবাদ!",2,2,2,2,1
"একজন যিনি সম্প্রতি ইহুদি বিশ্বাসে খুব আগ্রহী হয়ে উঠেছেন, আমি এটিকে বেশ তথ্যপূর্ণ বলে মনে করেছি।",2,2,2,2,1
"আহ ধন্যবাদ আমি খ্রিস্টান ধর্মে বড় হয়েছি, একটি খুব ধর্মীয় খ্রিস্টান দেশে।",2,2,2,2,1
ইহুদি ধর্ম বিশ্বাসের ক্ষেত্রে একটি ঐতিহাসিকভাবে গুরুত্বপূর্ণ পদক্ষেপ বলে মনে হয়।,2,2,2,2,1
আল-কোরআন 100% অর্থপূর্ণ যা আমাকে ইসলাম গ্রহণ করতে রাজি করেছে।,2,1,2,2,1
জন্ম ও বেড়ে ওঠা খ্রিস্টান। আমার কিশোর বয়সে গির্জা ছেড়েছিলাম। এখন আমার বয়স বিশের দশকের মাঝামাঝি এবং ইসলাম গ্রহণের পথে। আলহামদুলিল্লাহ!,2,2,2,2,1
"একজন মুসলিম তরুণী হিসাবে, আমি এখনও আমার দ্বীন সম্পর্কে আরও শিখছি এবং সেই সাথে অন্যান্য লোকের বিশ্বাস সম্পর্কেও শিখছি।",2,2,2,2,1
"আমি একজন ভারতীয় খ্রিস্টান এবং সমস্ত ধর্মের প্রতি শ্রদ্ধা ও ভালবাসা, আসুন এই পৃথিবীকে আরও ভাল জায়গা করে তুলুন",2,2,1,2,1
আমি বিশেষভাবে ভালোবাসি যে আমাদের গীর্জাগুলি খ্রিস্টের কতটা কাছাকাছি।,2,2,2,1,2
আমি একজন নাস্তিক কিন্তু ইসলাম সম্পর্কে কিছু আমার আগ্রহের বিষয় এবং ধীরে ধীরে নিজেকে ধারণা ও দর্শনের কাছে আরও খোলার অনুমতি দিচ্ছি,2,2,2,2,1
এটি বাইবেলের প্রজন্মের সবচেয়ে ভাল এবং সবচেয়ে ব্যাপক বংশ তালিকা এবং ব্যাখ্যা।,2,1,2,2,2
"আমি একজন অ্যাংলিকান, আমার গির্জা ক্যাথলিক এবং প্রোটেস্ট্যান্টিজম উভয়ের উপাদান উত্তরাধিকারসূত্রে পেয়েছে",2,2,2,2,1
একজন প্রোটেস্ট্যান্ট হিসাবে আমি বিশ্বাস করি যে ক্যাথলিক এবং অর্থোডক্স খ্রিস্টানরা আমাদের মতোই খ্রিস্টের অনুসারী,2,2,2,2,1
আমি ক্যাথলিক এবং আমি আমার প্রোটেস্ট্যান্ট ভাই ও বোনদের জন্য প্রার্থনা করি ঈশ্বর আপনাদের সকলকে মঙ্গল করুন,2,2,2,1,1
তাই মূলত খ্রিস্টধর্মে অর্থোডক্সের মানবতা রয়েছে,2,2,2,2,1
আমি একজন প্রোটেস্ট্যান্ট কিন্তু আমি সকল ক্যাথলিকদের সম্মান করি এবং ভালোবাসি।,2,2,2,2,1
"একজন খ্রিস্টান হিসাবে, সমস্ত ধর্মকে সম্মান করুন। ভিন্ন ধর্মকে আপনাকে অন্যের সাথে বন্ধুত্ব থেকে বিরত রাখতে দেবেন না।",2,2,2,2,1
একজন মুসলিম হিসাবে আমি কখনই শুনিনি যে জাহান্নাম একটি অন্ধকার জায়গা যেখানে এটি সর্বদা আগুন দিয়ে উল্লেখ করা হয় তবে তা ছাড়া এটি কোনও পক্ষপাত ছাড়াই একটি ভালভাবে তৈরি ভিডিও ধন্যবাদ।,2,2,2,2,1
"আমি ইহুদি এবং এর জন্য গর্বিত, কিন্তু আমি ইসলাম সম্পর্কে আরও জানতে আগ্রহী",2,2,2,2,1
আমি মুসলিম আলহামদুলিল্লাহ এবং আমি আক্ষরিক অর্থে সমস্ত ধর্মকে সম্মান করি সেইসাথে অগাধ শ্রদ্ধা,2,2,2,2,1
আমি শিখেছি এবং প্রত্যক্ষ করেছি যে তারা অ-ইহুদিদের বিচার করতে ভালোবাসে,2,2,2,2,1
আমি উত্তর-পূর্ব ভারত থেকে এসেছি এবং আমি একজন খ্রিস্টান আমি খ্রিস্টান হতে পেরে গর্বিত এবং আমি সমস্ত ধর্মকে সম্মান করি,2,2,1,2,1
আমি রোমান ক্যাথলিক চার্চ ভালোবাসি,2,2,1,2,1
একজন হিন্দু হিসেবে আমার খ্রিস্টান ধর্মের প্রতি অগাধ ভালোবাসা আছে .. আমি আপনাকে যথেষ্ট বোঝাতে পারব না যে আমি যখন ছোট ছিলাম তখন আমি কতটা খ্রিস্টান বাড়িতে যেতে চেয়েছিলাম .. খ্রিস্টানরা শান্তির সমতুল্য,2,2,2,2,1
আমি খ্রিস্টান হয়েছি কিন্তু আমি ইহুদি ধর্মের সাথে খুব সংযুক্ত বোধ করি,2,2,2,2,1
"শেখ ওমর, আপনাকে একজন মুসলিম পণ্ডিত হিসেবে পেয়ে আমরা খুবই গর্বিত, ইসলাম উপস্থাপন করার জন্য আপনাকে ধন্যবাদ।",2,2,2,2,1
অসাধারণ ভিডিও বানিয়েছেন! যদিও আমি ধর্মীয়ভাবে বড় হয়েছি আমি আজকাল নিজেকে অজ্ঞেয়বাদী বলে মনে করি,2,2,2,2,2
আমরা মুসলিম হিসেবে বিশ্বাস করি যে ইসলাম (ঈশ্বরের ইচ্ছার বশ্যতা স্বীকার) ছিল আদম থেকে মুহাম্মাদ (সাঃ) পর্যন্ত সকল নবীর ধর্ম,1,2,2,2,1
"ভাই, আপনার ইহুদি সম্প্রদায়ের কাছে পৌঁছানোর এবং আপনার গল্প ভাগ করার জন্য আপনার সাহসিকতার দ্বারা আমি গভীরভাবে উত্সাহিত হয়েছি",2,2,2,2,1
মুসলিম বক্তার কথা শুনে আমি বুঝতে পারি যে আমার আদর্শ ও তত্ত্ব ইসলামের সাথে মিলে যায়,2,2,2,2,1
"আমি শপথ করে বলছি, মুসলমানরা সর্বদা সবচেয়ে বেশি বোধগম্য হয় এবং সবকিছুর উত্তর কীভাবে দিতে হয় তা জানে",2,2,2,2,1
আমি খ্রিস্টধর্মে জন্মগ্রহণ করেছি এবং বড় হয়েছি তবুও আমাদের পরিবারের কিছু সদস্য ইহুদি ধর্ম উভয়ভাবেই আছে।,2,2,2,2,1
কারও ধর্ম পরিবর্তন করা খ্রিস্টানদের কাজ নয়,2,2,2,2,1
"প্রভু সমস্ত ইহুদীদের আধ্যাত্মিক চোখ খুলে দিন। ঈশ্বর আপনার মঙ্গল করুন, ভাই. তোমাকে ভালোবাসি",2,2,2,1,1
আমরা যখন ইহুদিদের কথা ভাবি তখন আমাদের চোখ সাধারণত অশ্রুর ফোয়ারা হয়ে ওঠে,2,2,2,2,1
"যীশু মশীহকে দেখার জন্য আমাদের চোখ খুলেছিলেন, আমি প্রার্থনা করি তিনি যেন অনেক ইহুদির চোখ খুলে দেন",2,2,2,1,1
ইহুদি ঐতিহ্যের হিসাবে খুব আকর্ষণীয়,2,2,2,2,1
"ইসরায়েলের মানচিত্রে গোলান হাইটস যোগ করুন, এটি ইসরায়েলের একটি অবিচ্ছেদ্য অংশ।",2,2,1,2,2
আমি একজন ইহুদি এবং আমি আমাদের অধ্যবসায়কে অবিশ্বাস্য মনে করেছি।,2,2,2,2,1
ওয়াও ইহুদিরা সত্যিই শক্তিশালী শুধু তাদের দিকে তাকান তারা বহু দশক ধরে অনেক কষ্ট সহ্য করেছে তবুও তারা লোহা হৃদয় নিয়ে বেঁচে আছে ভারতের সবচেয়ে বিশ্বস্ত বন্ধু আমি তাদের ভালোবাসি,2,2,2,2,1
আমি খুবই কৃতজ্ঞ যে আমরা এখন আশ্রয় ও শান্তির জন্য আমাদের ইসরায়েল দেশ পেয়েছি।,2,2,1,2,2
"ইহুদি জনগণের জন্য আমার প্রশংসা হল যে এই সমস্ত প্রতিকূলতা এবং হত্যাকাণ্ডের পরেও তারা তাদের সংস্কৃতি, ভাষা এমনকি তাদের লেখার ব্যবস্থাকে রক্ষা করতে সক্ষম হয়েছে।",2,2,2,2,1
"এটি ইস্রায়েলের অন্যতম সেরা উপস্থাপনা, তাদের মানুষ, ভূমি এবং সংস্কৃতি যা আমি দেখেছি এবং শুনেছি৷",2,2,1,2,2
ইস্রায়েলের প্রকৃতি সংরক্ষণে অনেকগুলি আশ্চর্যজনক জায়গা রয়েছে - স্থানীয় গাইডের সাথে সেগুলি অন্বেষণ করার পরামর্শ দেওয়া হয়,2,2,1,2,2
আমি ইসরায়েলের প্রচুর সমৃদ্ধি এবং সম্পদ কামনা করি। এটি গ্রহের সবচেয়ে সুন্দর দেশগুলির মধ্যে একটি।,2,2,1,2,2
"আমি একজন ভারতীয়, ঈশ্বর ইজরায়েলের মঙ্গল করুক",2,2,1,1,1
মোটেও ধার্মিক নয় তবে বলতে হবে আমি জেরুজালেমকে একেবারেই ভালোবাসতাম।,2,2,1,2,2
"আমার স্ত্রী এবং এক বন্ধুর সাথে ইসরায়েলে ছিলাম... 2016 সালের সেপ্টেম্বর মাসের পুরোটা মাস ধরে ছিলাম, আমরা সবাই খুব ভালো সময় কাটিয়েছি! সারা দেশে ঘুরেছেন।",2,2,1,2,2
সমস্ত ইসরায়েলিদের জন্য ভালবাসা! বাগদাদ থেকে ভালোবাসা,2,2,1,2,2
ইসরায়েল হল সেই দেশগুলির মধ্যে একটি যা ভারতীয়রা অত্যন্ত প্রশংসা করে এবং সম্মান করে।,2,2,1,2,2
সাংবাদিক হিসেবে ইসরায়েলে অনেক সময় কাটিয়েছেন। এমন একটি জায়গার দুর্দান্ত স্মৃতি যা আমি আবার দেখতে চাই।,2,2,1,2,2
অত্যন্ত তথ্যপূর্ণ এবং শিক্ষামূলক ভ্লগ এখানে ইসরায়েলের ইতিহাস এবং বাইবেলের সংস্কৃতি সম্পর্কে অনেক কিছু শেখার আছে।,2,1,1,2,2
"মহান দেশ, তাদের বেঁচে থাকার জন্য যোদ্ধাদের জন্ম। ❤তুমি ইসরাইল। ভারত থেকে.",2,2,1,2,2
আমার প্রয়াত পিতা-মাতা উভয়ই ইসরায়েলে গিয়েছিলেন এবং তাদের থাকার পুঙ্খানুপুঙ্খভাবে উপভোগ করেছিলেন।,2,2,1,2,2
আমি আশা করি যে এই অঞ্চলে বসবাসকারী প্রত্যেকের জন্য অনন্ত শান্তি পাবে এবং আমি আরব ও ইহুদিদের মধ্যে ঐক্য আশা করি,2,2,1,2,1
"ইসরায়েল সম্পর্কে আপনার জরিপ খুবই অনুপ্রেরণাদায়ক, আমি বিশ্বাস করি আমি শীঘ্রই আবার ফিরে যাব।",2,2,1,2,2
"আমি ইসরায়েলী হতে চাই, এমন শান্ত মানুষ এবং একটি দেশ।",2,2,1,2,2
ইসরাইল ঈশ্বরের দেশ। আমি এই বছরের শেষের দিকে এই মহান দেশ পরিদর্শন করার আশা করি,2,2,1,1,2
মরোক্কানরা ইসরায়েল এবং ফিলিস্তিনকেও ভালোবাসে,2,2,1,2,2
আমি 1990 এর দশকের গোড়ার দিকে ইস্রায়েলে গিয়েছিলাম। আপনার বেছে নেওয়া ক্লিপগুলি ভালভাবে বেছে নেওয়া হয়েছে কারণ প্রতিটি ট্রানজিশন দুর্দান্ত স্মৃতি ফিরিয়ে এনেছে।,2,2,1,2,2
আমি একজন কেয়ারগিভার নার্স হিসাবে ইস্রায়েলে কাজ করছি.....একটি আশ্চর্যজনক কাউন্টি,2,2,1,2,2
ইহুদি ধর্মের ইতিহাস এবং সাধারণভাবে ইহুদি অধ্যয়ন করা সত্যিই আকর্ষণীয়।,2,2,2,2,1
"আমরা ইহুদিদের অসুবিধা অনুভব করতে পারি, আমি ইরান থেকে এসেছি, এবং ঐতিহাসিকভাবে এখন পর্যন্ত, আমরা ইহুদিদের সাথে বসবাস করছি",2,2,1,2,1
ব্রিটিশরা অটোমানদের বিরুদ্ধে ইহুদি সমর্থন পাওয়ার জন্য বেলফোর ঘোষণায় স্বাক্ষর করেছিল,2,2,1,2,1
ইহুদি খাবারের দোকানের মালিকরা তাদের ইহুদি গ্রাহকদের জন্য সর্বোত্তম মানের খাদ্যসামগ্রী সংরক্ষণ করবে,2,2,2,2,1
"আমার অনেক অভিজ্ঞতা আছে যখন আমি ইসরায়েলের কিছু লোকের সাথে দেখা করেছি, তারা উভয় ক্ষেত্রেই যুবক ছিল এবং উভয় ক্ষেত্রেই তারা আমাকে খুব সোজাসুজি বলেছিল যে তারা আমাদের চেয়ে ভাল",2,2,1,2,2
একজন প্রতিবাদী খ্রিস্টান হতে পেরে গর্বিত,2,2,2,2,1
"জেরুজালেমের রাস্তায় আপনি কী করছেন তা দেখতে উত্সাহজনক, এবং যিশুর বিষয়ে সত্য শোনার জন্য লোকেদের উন্মুক্ততা! ঈশ্বরের প্রশংসা করুন!",2,2,1,1,2
আমি গত বছর ফিরে এসেছি এবং সর্বদা কৃতজ্ঞ থাকব এবং বিস্ময়ের সাথে যে আল্লাহ আমাকে মুসলিম হওয়ার জন্য বেছে নিয়েছেন,2,2,2,1,1
ঈশ্বরের সেবক হতে পেরে গর্বিত আমি যে গির্জারই হই না কেন,2,2,2,1,2
আমি আশা করি আমরা সবাই যিশুর শিক্ষার প্রশংসা করতে পারি,2,2,2,1,2
আপনি পৃথিবীতে যীশুর জীবন সম্পর্কে একটি সুন্দর কঠিন এবং ঠান্ডা ইতিহাস পাঠ করেছেন,2,2,2,1,2
প্রাচীনতম সভ্যতা সনাতন হর হর মহাদেব বলে গর্বিত,2,2,2,1,1
আমি যীশুর সাথে অনেক অভিজ্ঞতা পেয়েছি যখন আমি 8 বছর বয়সে তাকে আমার ত্রাণকর্তা হিসাবে পেয়েছি,2,2,2,1,2
"ঈশ্বরের বাস্তব, সত্য বাক্য ছড়িয়ে দিতে থাকুন",2,2,2,1,2
আমার জীবন বাঁচানোর জন্য এবং আমাকে আপনার ভালবাসা শেখানোর জন্য যীশু খ্রীষ্টকে ধন্যবাদ,2,2,2,1,2
"হিন্দু তান মন, হিন্দু জীবন, রাগ রাগ হিন্দু মেরা পরিচয় আমি গর্বিত এবং এমনকি ঈশ্বরের কাছে কৃতজ্ঞ যে আমি হিন্দু ধর্মে জন্মগ্রহণ করেছি",2,2,2,1,1
আমি বৌদ্ধ ধর্ম ☸️ এবং আমি যীশু খ্রীষ্টে বিশ্বাস করি,2,2,2,1,1
"যে কেউ এটি পড়বে, ঈশ্বর জানেন আপনি কিসের মুখোমুখি হচ্ছেন, তিনি আপনার কান্না শুনেছেন, তিনি আপনাকে উদ্ধার করতে চলেছেন",2,2,2,1,2
ঈশ্বরের শব্দ সকলের উপরে এবং সবকিছুর উপরে,2,2,2,1,2
"যদি স্কুল আমাকে শেখায় যে গণিত ঈশ্বরের সাথে সম্পর্কিত, আমি সম্ভবত আরও গণিত অধ্যয়ন করতাম",2,2,2,1,2
বিজ্ঞান ঈশ্বরকে প্রমাণ করতে বা অস্বীকার করতে পারে না,2,2,2,1,2
প্রভুকে আশীর্বাদ করুন যিনি তাকে শুদ্ধ শব্দ রক্ষা করেন,2,2,2,1,2
ঈশ্বরের পবিত্র শব্দ রক্ষা করার জন্য করা সমস্ত বলিদান,2,2,2,1,2
"যখনই আমি ঈশ্বরের (যীশু) বাণী শুনি বা দেখি এবং এটি শাস্ত্র দ্বারা সমর্থিত হয়, আমি খুব উত্তেজিত হই",2,2,2,1,2
ঈশ্বর আশীর্বাদ করুন ঈশ্বরের শব্দের জন্য দাঁড়ানোর জন্য আপনাকে ধন্যবাদ তাই অনেকে ধর্মভ্রষ্টতা মিথ্যা বাইবেল এবং অনেক বিভ্রান্তিতে অন্ধ,2,2,2,1,2
ঈশ্বরের বিশেষ কৃপা থাকলে হিন্দু ধর্মে জন্ম হয়।হিন্দু বলে গর্বিত।,2,2,2,1,1
"যীশুর নামে শক্তি আছে, এবং কেজে বাইবেলে শক্তি আছে। আমীন",2,1,2,1,2
খ্রিস্টের ভালবাসা আমার সবচেয়ে বড় উপহার।,2,2,2,1,2
আমি প্রতিবাদী নই আমি রোমান ক্যাথলিক নই আমি খ্রিস্টান হতে পেরে গর্বিত ❤️ খ্রিস্টান যিশু খ্রিস্টের অনুসারী 🙏🙏🙏🙏🙏🙏আমরা সবাই একই,2,2,2,1,1
ঈশ্বরের বাণী ভাঙা যাবে না,2,2,2,1,2
38 বছর আগে যখন আমি উদ্ধার পেয়েছিলাম তখন যীশু আমাকে স্বপ্নে দেখা দিয়েছিলেন। আমি তাকে ভালোবাসি এবং আমার জীবন তাকে উৎসর্গ করেছি,2,2,2,1,2
ধর্মের তুলনা করবেন না। গন্তব্য সকলের জন্য এক ঈশ্বর,2,2,2,1,2
প্রভু যীশু যখন তিনদিন পর জীবিত অবস্থায় শিষ্যদের দিয়েছে এবং পরে প্রায় 40দিন পর স্বর্গের যাচ্ছেন। এখান থেকে আমরা বুঝতে পারি যে প্রভু এখনো জীবিত আছে,2,2,2,1,2
জয় শিয়ারাম জয় বজারংবালি,2,2,2,1,2
"আমি একজন মুসলিম ছিলাম এবং এখন আমি যীশু খ্রীষ্টকে অনুসরণ করি, তাঁরই সমস্ত গৌরব হোক",2,2,2,1,1
"আমি একজন প্রতিশ্রুতিবদ্ধ খ্রিস্টান, যীশুর একজন অনুসারী",2,2,2,1,1
জয় শ্রী রাম 🚩হর হর মহাদেব,2,2,2,1,2
"আমি বাংলাদেশ থেকে এসেছি, আমি খ্রিস্টান, আমি বিশ্বাস করি খ্রিস্ট আমার এবং আমার পরিবারের ত্রাণকর্তা, প্রভু যীশু খ্রিস্টের প্রশংসা করুন",2,2,1,1,1
প্রভু আপনাকে এবং আপনার পরিচর্যাকে আশীর্বাদ করতে থাকুন।,2,2,2,1,2
এটি একজন খ্রিস্টান হিসাবে আমার জন্য উত্সাহজনক ছিল! ঈশ্বর আপনার সাক্ষ্য মাধ্যমে কিছু আশ্চর্যজনক জিনিস করছেন! ধন্যবাদ!,2,2,2,1,1
আপনি সত্যিই ধর্মের প্রতি আমার মানসিকতা পরিবর্তন করেছেন। আমি জানি না ধন্যবাদ যথেষ্ট হবে কি না,2,2,2,2,2
বাইবেল সম্পর্কে আপনার মন্তব্যের জন্য আপনাকে ধন্যবাদ,2,1,2,2,2
"একজন ধর্মপ্রাণ হিন্দু হিসেবে, আমি চাই আপনি পুরাণ সাহিত্য, তান্ত্রিক সাহিত্য এবং হিন্দু ধর্মের 3টি প্রধান সম্প্রদায় (বৈষ্ণব, শৈব, শাক্ত) নিয়ে ভিডিও তৈরি করুন",2,2,2,2,1
"আমি একজন ইথিওপিয়ান, অ্যাপোস্টোলিক খ্রিস্টধর্ম অনুসরণ করি, আগের খ্রিস্টান ধর্ম পবিত্র ভূমি জেরুজালেম থেকে এমন ব্যক্তিকে দেখে খুবই আশ্চর্যজনক",2,2,1,2,1
আপনি আমাদের যা শেখানোর চেষ্টা করেছেন তা ফলপ্রসূ। ধন্যবাদ স্যার। হিন্দু ধর্ম সম্পর্কে আমাদের এই ধরনের জ্ঞান দেওয়ার জন্য আবারও ধন্যবাদ,2,2,2,2,1
খুব সূক্ষ্মভাবে আমাদের ধর্মকে সংজ্ঞায়িত করেছেন,2,2,2,2,2
সুন্দর ব্যাখ্যা করেছেন স্যার.... হিন্দু ধর্মের সত্য দিক দেখানোর জন্য ধন্যবাদ,2,2,2,2,1
ঈশ্বর তাঁর সাধুদের আশীর্বাদ করুন,2,2,2,1,2
আমি একজন খ্রিস্টান কিন্তু একজন ক্যাথলিক নই আমি যীশুকে বিশ্বাস করি আমি বিশ্বাস করি যে তিনিই ঈশ্বরের একমাত্র পুত্র,2,2,2,1,1
এটা আশ্চর্যজনক যে আমাদের পবিত্র ধর্মগ্রন্থ আনার জন্য পুরুষদের কী মূল্য দিতে হয়েছিল,2,1,2,2,2
শয়তান ঈশ্বরের লোকদের ভুল পথে নিয়ে যাওয়ার জন্য কতটা চেষ্টা করছে তা দেখে দুঃখ হয় এবং লোকেরা তা দেখতে পায় না,2,2,2,1,2
আমাকে ইহুদি এবং খ্রিস্টান উভয় বিষয়ে আরও জানতে সাহায্য করার জন্য আপনাকে অনেক ধন্যবাদ,2,2,2,2,1
"আপনি বাইবেলকে জীবন্ত করে তোলেন। আপনি যেভাবে এটি একত্রিত করেছেন, আমার মনে হচ্ছে আমি সেখানে আছি",2,1,2,2,2
এত সুন্দর ভাবে হিন্দু ধর্মকে ব্যাখ্যা করার জন্য আপনাকে অনেক ধন্যবাদ,2,2,2,2,1
"একজন ইসরায়েলি হিসাবে, একটি খুব ভাল সামগ্রিক উপস্থাপনা.",2,2,1,2,2
হিন্দু ধর্মের সৌন্দর্যের মৌলিক জ্ঞানের জন্য আপনাকে অনেক ধন্যবাদ,2,2,2,2,1
আমরা আপনার কাছে কৃতজ্ঞ স্যার। এই বিষয়ের জন্য ধন্যবাদ. দেবী সরস্বতী মাতা তোমার মঙ্গল করুক,2,2,2,1,2
"গৌতম বুদ্ধ মূলত ""সিদ্ধার্থ গৌতম"" একজন রাজা ছিলেন.. তার অনুসারীরা বৌদ্ধ ধর্ম শুরু করেছিলেন",2,2,2,1,1
ধর্ম নিয়ে মানুষের মধ্যে ভালোবাসা ছড়িয়ে দেওয়ার জন্য আমার পক্ষ থেকে অনেক ভালোবাসা,2,2,2,2,2
আমি উচ্চ শ্রেণীর মুসলিম মহিলা এবং আমি চ্যাথোলিক পোপের শিক্ষা পছন্দ করি,1,2,2,2,2
"আমি একজন হিন্দু বলে গর্বিত হিন্দু ধর্মে কোন ক্যাথলিক, প্রোটেস্ট্যান্ট বা অর্থোডক্স নেই সকল সনাতনীরা সমান",2,2,2,2,1
"ইহুদি ধর্ম হল বিশ্বের প্রাচীনতম একেশ্বরবাদী ধর্ম, যা প্রায় 4,000 বছর আগের",2,2,2,2,1
"ইহুদি ধর্ম, এর মূলে, ইহুদি শিকড় সহ একটি একেশ্বরবাদী ধর্ম",2,2,2,2,1
"সত্যি বলতে, এই প্রথম আমি বাইবেলের নিখুঁত সংরক্ষণের ধারণা শুনছি",2,1,2,2,2
আমি বাইবেলের ইতিহাসকে একেবারে আকর্ষণীয় বলে মনে করি,2,1,2,2,2
এমন কোন জিনিস নেই যা কোরআন এ নেই,2,1,2,2,2
আমি এখন একজন নতুন করে জন্মগ্রহণকারী খ্রিস্টান,2,2,2,2,1
"এমনকি অল্প বয়সে আমার সেই ধর্ম সম্পর্কে প্রশ্ন ছিল যা আমাকে অনুপ্রাণিত করার জন্য ছিল, ধর্মপ্রচার",2,2,2,2,2
ধর্মান্তরিত না হওয়ার জন্য আমি আমার পূর্বপুরুষদের কাছে কৃতজ্ঞ অন্যথায় আমি এই আশ্চর্যজনক জীবনধারার অংশ হওয়ার সুযোগ পেতাম না,2,2,2,2,2
হিন্দুধর্ম একটি ধর্ম যা আমাদের জীবন বিধান প্রদান করে,2,2,2,2,1
"হিন্দুধর্ম আজও টিকে আছে তার জটিলতা, নমনীয়তা এবং কারো উপর কিছু চাপিয়ে না দেওয়ার প্রকৃতির কারণে। গর্বিত হিন্দু",2,2,2,2,1
আমি হিন্দু এবং হিন্দু ধর্ম সম্পর্কে আমার দৃষ্টিভঙ্গি পরিষ্কার করি। হিন্দু হিসেবে গর্বিত,2,2,2,2,1
"হিন্দুধর্মের সর্বোত্তম বিষয় হল এটি সহনশীল, নমনীয় এবং ধর্মান্তরিত হতে বাধ্য করে না।",2,2,2,2,1
সনাতনী হিন্দু হিসেবে গর্বিত,2,2,2,2,1
হিন্দু হওয়ার গৌরব... কথায় বর্ণনা করা অসম্ভব... আপনি শুধু অনুভব করতে পারবেন... জয় বজরংবলী জয় শ্রী রাম...,2,2,2,1,1
হিন্দু হিসেবে গর্বিত 🙏🙏এটা আমার গর্ব,2,2,2,2,1
"হিন্দুধর্মই পৃথিবীর একমাত্র ধর্ম যেখানে নারীকে দেবী ও নদী, মাতৃভূমি এবং গরুকে মা হিসেবে পূজা করা হয়।",2,1,2,2,1
হিন্দুধর্ম এমন একটি জীবনধারা যা সকলকে শান্তিপূর্ণভাবে ত্যাগ করতে গ্রহণ করতে হবে,2,2,2,2,1
যা চিরকাল চলতে থাকে তা হল সনাতন ধর্ম,2,2,2,2,1
হিন্দু ধর্ম সম্পর্কে সবচেয়ে চিত্তাকর্ষক এবং স্পষ্ট কথা যা শাশ্বত বা সনাতন ধর্ম।,2,2,2,2,1
"আমি হিন্দু ধর্ম সম্পর্কে অনেক কিছু শিখতে পেরেছি, হিন্দু বলে গর্বিত ধন্যবাদ",2,2,2,2,1
হিন্দু ধর্মের অন্যতম সেরা ব্যাখ্যা,2,2,2,2,1
"আমি জন্মগতভাবে বৌদ্ধ , আমি আমার প্রতিবেশীদের সাথে গির্জায় গিয়ে বড় হয়েছি",2,2,2,2,1
আমি একজন শিশু খ্রিস্টান যে আমার বিশ্বাসে বেড়ে উঠছে আমি একজন হারিয়ে যাওয়া নাস্তিক ছিলাম যে খ্রিস্টকে খুঁজে পেয়েছিল,2,2,2,1,1
একজন মুসলিম এবং ইসলামের অনুসারী হিসেবে আমি আমার খ্রিস্টান ভাই ও বোনদের প্রতি আমার ভালোবাসা ও সম্মান প্রদর্শন করছি,2,2,2,2,1
"ঈশ্বর বলেছেন, ""আমার গীর্জাগুলোকে জাগিয়ে দাও""",2,2,2,1,2
আমি একজন ক্যাথলিক খ্রিস্টান হয়েছি যেহেতু আমি একটি শিশু ছিলাম এবং আমি প্রতি শনিবার বা রবিবার ক্যাথলিক গির্জায় উপস্থিত হতাম এবং একবারও খ্রিস্টান ধর্ম আমার কোন ক্ষতি করেনি,2,1,2,2,1
এত চমৎকার ডকুমেন্টারি!!! এটি খ্রিস্টধর্মের প্রারম্ভিক দিনগুলিকে জীবনে এনেছে,2,2,2,2,1
আমরা সনাতনীরা যেকোন বিশ্বাসকে মেনে নিতে অনেক নমনীয়,2,2,2,2,1
"আমি হিন্দু হওয়ার জন্য কৃতজ্ঞ..... সবাই সুখী হোক, সবাই সুস্থ থাকুক",2,2,2,2,1
